"uid","title","species"
"WOS:000174127300005","The content of ascorbic acid and tocopherol in the tissues and eggs of wild Macrobrachium rosenbergii during maturation","Penaeus japonicus"
"WOS:000174150800001","Reactive oxygen species (ROS) production by amoebocytes of Asterias rubens (Echinodermata)","Mytilus galloprovincialis"
"WOS:000174165400009","Paleoseismological analysis of the Rurrand fault near Julich, Roer Valley graben, Germany: Coseismic or aseismic faulting history?","Planes major"
<<<<<<< HEAD
"WOS:000174215200016","Primary producers sustaining macro-invertebrate communities in intertidal mangrove forests","Spartina alterniflora"
=======
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000174292300003","Invasive aspergillosis in psittacine birds.","Aspergillus terreus"
"WOS:000174306500825","Cloning and expression of a putative Rh-like ammonium transporter from gills of the shore crab Carcinus maenas.","Carcinus maenas"
"WOS:000174306500898","Salinity and temperature effects on Na+/K+-ATPase and cytochrome c oxidase activity in the gills of Eriocheir sinensis.","Eriocheir sinensis"
"WOS:000174326800003","Local and systemic resistance to fungal pathogens triggered by an AVR9-mediated hypersensitive response in tomato and oilseed rape carrying the Cf-9 resistance gene","Botrytis cinerea"
"WOS:000174359100012","Ontogeny of the epicranial portion of the dorsal fin in Solea solea and Scophthalmus maximus (Teleostei, Pleuronectiformes)","Solea solea"
"WOS:000174391300007","Characterization of outer ring iodothyronine deiodinases in tissues of the saltwater crocodile (Crocodylus porosus)","Crocodylus porosus"
"WOS:000174469200004","Calcium involvement in the luminescence control of three ophiuroid species (Echinodermata)","Ophiopsila californica"
"WOS:000174472500004","Cold stress alters Mytilus edulis pedal ganglia expression of mu opiate receptor transcripts determined by real-time RT-PCR and morphine levels","Mytilus edulis"
"WOS:000174511700016","The Bryum bicolor complex in North America","Costa costa"
"WOS:000174523900009","Using survival analysis to investigate the effect of UV-C and heat treatment on storage rot of strawberry and sweet cherry","Botrytis cinerea"
"WOS:000174541000003","Inactivation of conidia of Botrytis cinerea and Monilinia fructigena using UV-C and heat treatment","Botrytis cinerea"
"WOS:000174547000015","Cross reaction between a pan-Candida genus probe and Fusarium spp. in a fatal case of Fusarium oxysporum pneumonia","Fusarium oxysporum"
<<<<<<< HEAD
"WOS:000174553800005","Induction of out-of-season spawning in Eurasian perch Perca fluviatilis: effects of rates of cooling and cooling durations on female gametogenesis and spawning","Stizostedion vitreum"
"WOS:000174655000022","Food and feeding ecology of the sympatric thin-billed Pachyptila belcheri and Antarctic P-desolata prions at Iles Kerguelen, Southern Indian Ocean","Themisto gaudichaudii"
"WOS:000174695400006","Genetic characterization of Artemia tibetiana (Crustacea : Anostraca)","Artemia salina"
"WOS:000174720600010","Lipid metabolism and FA composition in tissues of Eurasian perch Perca fluviatilis as influenced by dietary fats","Sparus aurata"
=======
"WOS:000174655000022","Food and feeding ecology of the sympatric thin-billed Pachyptila belcheri and Antarctic P-desolata prions at Iles Kerguelen, Southern Indian Ocean","Pachyptila desolata"
"WOS:000174695400006","Genetic characterization of Artemia tibetiana (Crustacea : Anostraca)","Artemia salina"
"WOS:000174720600010","Lipid metabolism and FA composition in tissues of Eurasian perch Perca fluviatilis as influenced by dietary fats","Perca aurata"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000174730600004","Formation of angiotensin-(1-7) from angiotensin II by the venom of Conus geographus","Conus geographus"
"WOS:000174743500007","Ab initio calculation of the Young's modulus of alpha-polyamides","Modulus modulus"
"WOS:000174771800024","Large extra dimensions, the galaxy power spectrum and the end of inflation","Extra extra"
"WOS:000174805600008","Luminescence in ophiuroids (Echinodermata) does not share a common nervous control in all species","Ophiopsila californica"
"WOS:000174834200005","White-sided dolphin metallothioneins: purification, characterisation and potential role","Lagenorhynchus acutus"
"WOS:000174856400013","Testate amoebae assemblages from soils in the Zackenberg area, Northeast Greenland","Euglypha rotunda"
"WOS:000174900800007","Cultural characteristics, pathogenicity and vegetative compatibility of fusarium udum isolates from pigeonpea (Cajanus cajan (L.) Millsp.) in Kenya","Fusarium oxysporum"
"WOS:000174941800021","Toxicity of arsenate to the compostworm Eisenia fetida, the potworm Enchytraeus albidus and the springtail Folsomia candida","Enchytraeus albidus"
"WOS:000174961200020","Different circulating lymphocyte profiles in patients with different subtypes of juvenile idiopathic arthritis","Jia jia"
"WOS:000174973700001","Strategies for carbon acquisition in the red marine macroalga Coccotylus truncatus from the Baltic Sea","Laminaria saccharina"
"WOS:000174973700020","Identification of tenuis of four French Polynesian Carapini (Carapidae : Teleostei)","Moorea tenuis"
"WOS:000175036700007","Ecotoxicity of chromium (III) to Eisenia fetida, Enchytraeus albidus, and Folsomia candida","Enchytraeus albidus"
"WOS:000175149000017","Remarkable conservation of internally transcribed spacer sequences of Arthrospira (""Spirulina"") (Cyanophyceae, Cyanobacteria) strains from four continents and of recent and 30-year-old dried samples from Africa","Spirulina fusiformis"
"WOS:000175163700012","Activity of 6-pentadecylsalicylic acid from Ozoroa insignis against marine crustaceans","Artemia salina"
"WOS:000175212000009","A new species of Eumonhystera and three species of Monhystera (Monhysteridae : Nematoda) from Li River, China","Monhystera somereni"
"WOS:000175225600021","Yeast Npi3/Bro1 is involved in ubiquitin-dependent control of permease trafficking","Aspergillus nidulans"
"WOS:000175257400002","Factors influencing the spatial variation in fish and macrocrustacean communities in the surf zone of sandy beaches in Belgium","Crangon crangon"
"WOS:000175307000007","Clinical pharmacology of the novel marine-derived anticancer agent Ecteinascidin 743 administered as a 1- and 3-h infusion in a phase I study","Ecteinascidia turbinata"
"WOS:000175326200013","Arsenic speciation in chinese seaweeds using HPLC-ICP-MS and HPLC-ES-MS","Porphyra crispata"
"WOS:000175341500010","Uterine adenocarcinoma with generalised metastasis in a bottlenose dolphin Tursiops truncatus from northern Patagonia, Argentina","Otaria flavescens"
<<<<<<< HEAD
"WOS:000175392600008","Chronic meningoencephalitis associated with Brucella sp infection in live-stranded striped dolphins (Stenella coeruleoalba)","Stenella coeruleoalba"
=======
"WOS:000175392600008","Chronic meningoencephalitis associated with Brucella sp infection in live-stranded striped dolphins (Stenella coeruleoalba)","Cetacean morbillivirus"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000175419900014","The 109 residue nerve tissue minihemoglobin from Cerebratulus lacteus highlights striking structural plasticity of the alpha-helical globin fold","Lucina pectinata"
"WOS:000175429200013","Vitamin E status and the dynamics of its transfer between mother and pup during lactation in grey seals (Halichoerus grypus)","Halichoerus grypus"
"WOS:000175430300004","Dopamine D-1 receptors in the gills of Chinese crab Eriocheir sinensis","Eriocheir sinensis"
"WOS:000175534500002","Dynamics of intracohort cannibalism in cultured fish","Theragra chalcogramma"
"WOS:000175556200011","Donkey diet in a Flemish coastal dune area in the first year of grazing","Elymus repens"
"WOS:000175611900005","Thyroid hormone deiodinases during embryonic development of the saltwater crocodile (Crocodylus porosus)","Crocodylus porosus"
"WOS:000175611900009","Testosterone metabolism in the estuarine mysid Neomysis integer (Crustacea; Mysidacea): Identification of testosterone metabolites and endogenous vertebrate-type steroids","Neomysis integer"
"WOS:000175618600006","Ultrastructural study of the tadpole stage of the primitive marine nematode Enoplus demani (Enoplia : Enoplida)","Enoplus demani"
"WOS:000175653500008","Metal speciation dynamics and bioavailability: Zn(II) and Cd(II) uptake by mussel (Mytilus edulis) and carp (Cyprinus carpio)","Mytilus edulis"
"WOS:000175689400009","New record of Carapus dubius (Carapidae) off Madagascar?","Encheliophis dubius"
"WOS:000175690400005","Evidence for unconditional sperm transfer and sperm-dependent parthenogenesis in a hermaphroditic flatworm (Girardia tigrina) with fissipary","Navanax inermis"
"WOS:000175693400004","Bacteriology of chronic sinusitis: the bulla ethmoidalis content","Bulla bulla"
"WOS:000175709400015","Foraging decisions of sandwich terns in the presence of kleptoparasitising gulls","Sterna sandvicensis"
"WOS:000175709400016","Short- and long-term effects of male-like concentrations of testosterone on female European starlings (Sturnus vulgaris)","Box vulgaris"
<<<<<<< HEAD
"WOS:000175725100004","Evidence for an enriched hyperbenthic fauna in the Frisian front (North Sea)","Scopelocheirus hopei"
"WOS:000175757900015","Structural basis of alpha-amylase activation by chloride","Pseudoalteromonas haloplanktis"
"WOS:000175811600001","Mixture toxicity of zinc, cadmium, copper, and lead to the potworm Enchytraeus albidus","Enchytraeus albidus"
"WOS:000175854800010","Chitin production by arthropods in the hydrosphere","Nyctiphanes simplex"
"WOS:000175860100007","Groundwater effects on diversity and abundance of lagoonal seagrasses in Kenya and on Zanzibar Island (East Africa)","Thalassodendron ciliatum"
"WOS:000175860100015","Biokinetics of zinc and cadmium accumulation and depuration at different stages in the life cycle of the cuttlefish Sepia officinalis","Sepia officinalis"
"WOS:000175950900010","Schimmelmannia elegans (Gloiosiphoniaceae, rhodophyta): South Africa's first introduced seaweed?","Schimmelmannia elegans"
"WOS:000175975800036","Metabolic channeling of carbamoyl phosphate, a thermolabile intermediate - Evidence for physical interaction between carbamate kinase-like carbamoyl-phosphate synthetase and ornithine carbamoyltransferase from the hyperthermophile Pyrococcus furiosus","Pyrococcus furiosus"
"WOS:000176015100033","Vitellogenesis as a biomarker of endocrine disruption in the freshwater amphipod Hyalella azteca","Macrobrachium rosenbergii"
"WOS:000176033700003","Presence of angiotensin converting enzyme (ACE) interactive factors in ovaries of the grey fleshfly Neobellieria bullata","Bullata bullata"
"WOS:000176053900001","In vitro effect of copper ions on transbilayer distribution of aminophospholipids in synaptosomal membrane of walleye pollock (Theragra chalcogramma)","Theragra chalcogramma"
"WOS:000176065300005","Ostracods and fore-reef sedimentology of the Frasnian-Famennian boundary beds in Kielce (Holy Cross Mountains, Poland)","Pentagona pentagona"
"WOS:000176258400019","Abnormal forms in the brittle-star Amphipholis squamata: a field study","Amphipholis squamata"
"WOS:000176275300172","Use of UV-C and heat treatment to reduce storage rot of strawberry","Botrytis cinerea"
"WOS:000176330800010","Immunohistological and serological investigations of morbillivirus infection in Black Sea harbour porpoises (Phocoena phocoena)","Stenella coeruleoalba"
=======
"WOS:000175757900015","Structural basis of alpha-amylase activation by chloride","Pseudoalteromonas haloplanktis"
"WOS:000175811600001","Mixture toxicity of zinc, cadmium, copper, and lead to the potworm Enchytraeus albidus","Enchytraeus albidus"
"WOS:000175854800010","Chitin production by arthropods in the hydrosphere","Nyctiphanes simplex"
"WOS:000175860100015","Biokinetics of zinc and cadmium accumulation and depuration at different stages in the life cycle of the cuttlefish Sepia officinalis","Octopus vulgaris"
"WOS:000175975800036","Metabolic channeling of carbamoyl phosphate, a thermolabile intermediate - Evidence for physical interaction between carbamate kinase-like carbamoyl-phosphate synthetase and ornithine carbamoyltransferase from the hyperthermophile Pyrococcus furiosus","Pyrococcus furiosus"
"WOS:000176015100033","Vitellogenesis as a biomarker of endocrine disruption in the freshwater amphipod Hyalella azteca","Macrobrachium rosenbergii"
"WOS:000176033700003","Presence of angiotensin converting enzyme (ACE) interactive factors in ovaries of the grey fleshfly Neobellieria bullata","Bullata bullata"
"WOS:000176065300005","Ostracods and fore-reef sedimentology of the Frasnian-Famennian boundary beds in Kielce (Holy Cross Mountains, Poland)","Pentagona pentagona"
"WOS:000176258400019","Abnormal forms in the brittle-star Amphipholis squamata: a field study","Amphipholis squamata"
"WOS:000176275300172","Use of UV-C and heat treatment to reduce storage rot of strawberry","Botrytis cinerea"
"WOS:000176330800010","Immunohistological and serological investigations of morbillivirus infection in Black Sea harbour porpoises (Phocoena phocoena)","Phocoena phocoena"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000176376800011","Dynamics of Kudoa camarguensis (myxosporean) infection in two gobiid species, Pomatoschistus microps and P-minutus (Teleostei : Pisces), in the Rhone River delta, France","Pomatoschistus minutus"
"WOS:000176455200004","Evolutionary relationships among heterokont algae (the autotrophic stramenopiles) based on combined analyses of small and large subunit ribosomal RNA","Developayella elegans"
"WOS:000176527800001","Post-mortem findings and causes of death of harbour porpoises (Phocoena phocoena) stranded from 1990 to 2000 along the coastlines of Belgium and northern France","Phocoena phocoena"
"WOS:000176566400006","Atlantic bathyal Cancellariidae (Neogastropoda : Cancellarioidea): Additional data, and description of a new species.","Brocchinia nodosa"
<<<<<<< HEAD
"WOS:000176571500012","Tracing organic matter sources of estuarine tidal flat nematodes with stable carbon isotopes","Spartina anglica"
"WOS:000176614000004","Gelatinous red algae of the Arabian Sea, including Platoma heteromorphum sp nov (Gigartinales, Rhodophyta)","Titanophora pikeana"
"WOS:000176679700014","Identification of a host-associated species complex using molecular and morphometric analyses, with the description of Gyrodactylus rugiensoides n. sp (Gyrodactylidae, Monogenea)","Pomatoschistus pictus"
"WOS:000176691300015","Molecular and pigment studies of the picophytoplankton in a region of the Southern Ocean (42-54 degrees S, 141-144 degrees E) in March 1998","Synechococcus marinus"
"WOS:000176726600004","Pathogenesis of infections with Salmonella enterica subsp enterica serovar Muenchen in the turtle Trachemys scripta scripta","Caecum elegans"
"WOS:000176790700009","Impact of the supplementation of a docosahexaenoic acid-rich emulsion on the reproductive output of oyster broodstock, Crassostrea gigas","Tetraselmis suecica"
"WOS:000176840900021","Bioavailability of seaweed iodine in human beings","Laminaria hyperborea"
"WOS:000176920600021","Characterization of four substrates emphasizes kinetic similarity between insect and human C-domain angiotensin-converting enzyme","Bullata bullata"
"WOS:000177007100007","Diatom succession, silicification and silicic acid availability in Belgian coastal waters (Southern North Sea)","Skeletonema costatum"
"WOS:000177025500010","Restriction fragment alleles of the rabbit IGHG genes with reference to the rabbit IGHGCH2 or e locus polymorphism","Allo allo"
"WOS:000177028100020","Highland papayas in Southern Ecuador: Need for conservation actions","Pentagona pentagona"
"WOS:000177059500013","Genes of de novo pyrimidine biosynthesis from the hyperthermoacidophilic crenarchaeote Sulfolobus acidocaldarius: Novel organization in a bipolar operon","Sulfolobus solfataricus"
=======
"WOS:000176614000004","Gelatinous red algae of the Arabian Sea, including Platoma heteromorphum sp nov (Gigartinales, Rhodophyta)","Predaea weldii"
"WOS:000176679700014","Identification of a host-associated species complex using molecular and morphometric analyses, with the description of Gyrodactylus rugiensoides n. sp (Gyrodactylidae, Monogenea)","Pomatoschistus pictus"
"WOS:000176691300015","Molecular and pigment studies of the picophytoplankton in a region of the Southern Ocean (42-54 degrees S, 141-144 degrees E) in March 1998","Prochlorococcus marinus"
"WOS:000176726600004","Pathogenesis of infections with Salmonella enterica subsp enterica serovar Muenchen in the turtle Trachemys scripta scripta","Caecum elegans"
"WOS:000176790700009","Impact of the supplementation of a docosahexaenoic acid-rich emulsion on the reproductive output of oyster broodstock, Crassostrea gigas","Pecten maximus"
"WOS:000176840900021","Bioavailability of seaweed iodine in human beings","Laminaria hyperborea"
"WOS:000176920600021","Characterization of four substrates emphasizes kinetic similarity between insect and human C-domain angiotensin-converting enzyme","Bullata bullata"
"WOS:000177007100007","Diatom succession, silicification and silicic acid availability in Belgian coastal waters (Southern North Sea)","Rhizosolenia formosa"
"WOS:000177025500010","Restriction fragment alleles of the rabbit IGHG genes with reference to the rabbit IGHGCH2 or e locus polymorphism","Allo allo"
"WOS:000177028100020","Highland papayas in Southern Ecuador: Need for conservation actions","Pentagona pentagona"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000177106000012","Discordant findings between Tc-99m HMPAO mixed leukocytes and Tc-99m-labeled monoclonal antibody fragments (via LeukoScan) in a patient with pulmonary aspergillosis","Aspergillus fumigatus"
"WOS:000177132200017","Molecular basis of cold adaptation","Pseudoalteromonas haloplanktis"
"WOS:000177149900003","Increased glucose metabolism detected by (18)FDG PET imaging in unsuspected extra-temporal vessels locations of Horton's disease. Clinical observations and review of literature.","Extra extra"
"WOS:000177157200004","Differentiation of immune cells challenged by bacteria in the common European starfish, Asterias rubens (Echinodermata)","Strongylocentrotus purpuratus"
"WOS:000177183600004","Resistance to fungal pathogens triggered by the Cf9-Avr9 response in tomato and oilseed rape in the absence of hypersensitive cell death","Botrytis cinerea"
"WOS:000177233900011","Molecular systematics, historical ecology, and phylogeography of Halimeda (Bryopsidales)","Halimeda opuntia"
"WOS:000177277500006","Marine rotifera from the Crozet and Kerguelen Islands (Subantarctica), with the description of a new encentrum (Monogononta : Dicranophoridae)","Encentrum frenoti"
"WOS:000177315000004","Differential delta C-13 and delta N-15 signatures among scallop tissues: implications for ecology and physiology","Pecten maximus"
"WOS:000177369500022","Halogenated sesquiterpenes from the red alga Laurencia obtusa","Laurencia obtusa"
"WOS:000177434900016","Transplanted zebra mussels (Dreissena polymorpha) as active biomonitors in an effluent-dominated river","Mytilus edulis"
<<<<<<< HEAD
"WOS:000177497100005","Does sulphide detoxication occur in the gills of the hydrothermal vent shrimp, Rimicaris exoculata?","Solemya reidi"
"WOS:000177498900020","Purification and characterisation of amylolytic enzymes from thermophilic fungus Thermomyces lanuginosus strain ATCC 34626","Emericella nidulans"
"WOS:000177515400008","Biochemical characterization and mode of action of a thermostable endoglucanase purified from Thermoascus aurantiacus","Fusarium oxysporum"
"WOS:000177535300008","Annual nitrogen budget of the seagrass Posidonia oceanica as determined by in situ uptake experiments","Thalassia testudinum"
"WOS:000177574900014","Some additions to the Mexican fauna: The family paramesochridae (Copepoda : harpacticoida)","Apodopsyllus vermiculiformis"
"WOS:000177595200004","Effects of dietary vitamin E on antioxidant defence mechanisms of juvenile turbot (Scophthalmus maximus L.), halibut (Hippoglossus hippoglossus L.) and sea bream (Sparus aurata L.)","Sparus aurata"
=======
"WOS:000177497100005","Does sulphide detoxication occur in the gills of the hydrothermal vent shrimp, Rimicaris exoculata?","Rimicaris exoculata"
"WOS:000177498900020","Purification and characterisation of amylolytic enzymes from thermophilic fungus Thermomyces lanuginosus strain ATCC 34626","Emericella nidulans"
"WOS:000177515400008","Biochemical characterization and mode of action of a thermostable endoglucanase purified from Thermoascus aurantiacus","Fusarium oxysporum"
"WOS:000177535300008","Annual nitrogen budget of the seagrass Posidonia oceanica as determined by in situ uptake experiments","Posidonia oceanica"
"WOS:000177574900014","Some additions to the Mexican fauna: The family paramesochridae (Copepoda : harpacticoida)","Apodopsyllus vermiculiformis"
"WOS:000177595200004","Effects of dietary vitamin E on antioxidant defence mechanisms of juvenile turbot (Scophthalmus maximus L.), halibut (Hippoglossus hippoglossus L.) and sea bream (Sparus aurata L.)","Hippoglossus maximus"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000177624600021","Crystallization and preliminary X-ray analysis of a xylanase from the psychrophile Pseudoalteromonas haloplanktis","Pseudoalteromonas haloplanktis"
"WOS:000177628100028","Polyamines, indolamines, and catecholamines in gills and haemolymph of the euryhaline crab, Eriocheir sinensis. Effects of high pressure and salinity","Eriocheir sinensis"
"WOS:000177675700010","Purification of TAXI-like endoxylanase inhibitors from wheat (Triticum aestivum L.) whole meal reveals a family of iso-forms","Aspergillus niger"
"WOS:000177703000017","5-Hydroxytryptamine-derived alkaloids from two marine sponges of the genus Hyrtios","Hyrtios reticulatus"
"WOS:000177739300008","Turning up the heat on subzero fish: thermal dependence of sustained swimming in an Antarctic notothenioid","Pagothenia borchgrevinki"
"WOS:000177780800028","The seasonal dynamics of benthic (micro) organisms and extracellular carbohydrates in an Intertidal mudflat and their effect on the concentration of suspended sediment","Marenzelleria viridis"
"WOS:000177818100017","The integration of detailed 3-dimensional anatomical data for the quantitative description of 3-dimensional vibration of a biological structure - An illustration from the middle ear","Malleus malleus"
"WOS:000177835500008","Effects of atrazine on osmoregulation in the Chinese mitten crab, Eriocheir sinensis","Eriocheir sinensis"
"WOS:000177855200010","Mass spectrometric identification of in vivo carbamylation of the amino terminus of Ectothiorhodospira mobilis high-potential iron-sulfur protein, isozyme 1","Ectothiorhodospira mobilis"
"WOS:000177966700023","Rapid, specific and active site-catalyzed effect of tissue-plasminogen activator on hippocampus-dependent learning in mice","Hippocampus hippocampus"
<<<<<<< HEAD
"WOS:000178006200003","Variation in growth in Sandwich Tern chicks Sterna sandvicensis and the consequences for pre- and post-fledging mortality","Sterna sandvicensis"
"WOS:000178032900016","Diagnosis and treatment of Aspergillus flavus sternal wound infections after cardiac surgery","Aspergillus flavus"
"WOS:000178038900007","Hospital-acquired Aspergillus fumigatus infection: can molecular typing methods identify an environmental source?","Aspergillus fumigatus"
"WOS:000178044100003","Cyclosporin-A differentially affects apoptosis during in vivo rat thymocyte maturation","Rapa rapa"
"WOS:000178065500003","Endoxylanase inhibition activity in different European wheat cultivars and milling fractions","Trichoderma viride"
"WOS:000178103400014","Exotic cirripedia (Balanomorpha) from buoys off the Belgian coast","Perforatus perforatus"
"WOS:000178117000061","A novel family 8 xylanase, functional and physicochemical characterization","Pseudoalteromonas haloplanktis"
"WOS:000178117000132","Crystal structures at atomic resolution reveal the novel concept of ""electron-harvesting"" as a role for the small tetraheme cytochrome c","Shewanella putrefaciens"
=======
"WOS:000178006200003","Variation in growth in Sandwich Tern chicks Sterna sandvicensis and the consequences for pre- and post-fledging mortality","Puffinus puffinus"
"WOS:000178032900016","Diagnosis and treatment of Aspergillus flavus sternal wound infections after cardiac surgery","Aspergillus flavus"
"WOS:000178038900007","Hospital-acquired Aspergillus fumigatus infection: can molecular typing methods identify an environmental source?","Aspergillus fumigatus"
"WOS:000178044100003","Cyclosporin-A differentially affects apoptosis during in vivo rat thymocyte maturation","Rapa rapa"
"WOS:000178065500003","Endoxylanase inhibition activity in different European wheat cultivars and milling fractions","Aspergillus niger"
"WOS:000178103400014","Exotic cirripedia (Balanomorpha) from buoys off the Belgian coast","Perforatus perforatus"
"WOS:000178117000061","A novel family 8 xylanase, functional and physicochemical characterization","Pseudoalteromonas haloplanktis"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000178125500041","Secreted metalloprotease gene family of Microsporum canis","Aspergillus fumigatus"
"WOS:000178186500011","The development of blood oxygen stores in bottlenose dolphins (Tursiops truncatus): implications for diving capacity","Leptonychotes weddellii"
"WOS:000178234200006","A family of 'TAXI'-like endoxylanase inhibitors in rye","Trichoderma viride"
"WOS:000178242800002","Two new and one known marine water mite (Acari : Hydrachnidia : Pontarachnidae) from South-East Africa","Litarachna marshalli"
<<<<<<< HEAD
"WOS:000178259500008","High resolution contact probing of the Lrp-like DNA-binding protein Ss-Lrp from the hyperthermoacidophilic crenarchaeote Sulfolobus solfataricus P2","Sulfolobus solfataricus"
=======
"WOS:000178259500008","High resolution contact probing of the Lrp-like DNA-binding protein Ss-Lrp from the hyperthermoacidophilic crenarchaeote Sulfolobus solfataricus P2","Pyrococcus furiosus"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000178279900034","Secretion of alpha-amylase from Pseudoalteromonas haloplanktis TAB23: Two different pathways in different hosts","Pseudoalteromonas haloplanktis"
"WOS:000178309200016","Dynamics of vitamin A in grey seal (Halichoerus grypus) mothers and pups throughout lactation","Halichoerus grypus"
"WOS:000178440100011","Large deep-water coral banks in the Porcupine Basin, southwest of Ireland","Madrepora pertusa"
"WOS:000178458000015","Characterization of Pseudoalteromonas citrea and P-nigrifaciens isolated from different ecological habitats based on REP-PCR genomic fingerprints","Pseudoalteromonas nigrifaciens"
"WOS:000178590500014","The use of malleus allografts in ossiculoplasty","Malleus malleus"
"WOS:000178600700002","A tanks-in-series bioreactor to simulate macromolecule-laden wastewater pretreatment under sewer conditions by Aspergillus niger","Aspergillus niger"
"WOS:000178613500020","Glucocorticoids, thyroid hormones, and iodothyronine deiodinases in embryonic saltwater crocodiles","Crocodylus porosus"
"WOS:000178645600007","Genetic diversity and condition factor: a significant relationship in Flemish but not in German populations of the European bullhead (Cottus gobio L.)","Gadus morhua"
"WOS:000178680700001","Genes and derived amino acid sequences of S-layer proteins from mesophilic, thermophilic, and extremely thermophilic methanococci","Methanococcus voltae"
"WOS:000178681200006","Development of a standard on hardness and Young's modulus testing of thin coatings by nanoindentation","Modulus modulus"
"WOS:000178702400016","Search for candidate gonadotropins in extracts of the corpus cardiacum of the fleshfly, Neobellieria bullata","Bullata bullata"
"WOS:000178702400018","Activity of crustacean myotropic neuropeptides on the oviduct and hindgut of the crayfish Astacus leptodactylus","Penaeus vannamei"
<<<<<<< HEAD
"WOS:000178722300009","Relationships between inner ear and sagitta growth during ontogenesis of three Carapini species, and consequences of life-history events on the otolith microstructure","Thalassoma bifasciatum"
"WOS:000178750100006","Compression and expansion of biomatter: predicting the unpredictable ?","Sulfolobus solfataricus"
=======
"WOS:000178722300009","Relationships between inner ear and sagitta growth during ontogenesis of three Carapini species, and consequences of life-history events on the otolith microstructure","Sagitta tenuis"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000178783600006","Induction of systemic resistance to Botrytis cinerea in tomato by Pseudomonas aeruginosa 7NSK2: Role of salicylic acid, pyochelin, and pyocyanin","Botrytis cinerea"
"WOS:000178786400006","Ultrastructure of spermatogenesis in the free-living marine nematode Pontonema vulgare (Enoplida, Oncholaimidae)","Pontonema vulgare"
"WOS:000178797200004","Effects of a changing abiotic environment on the energy metabolism in the estuarine mysid shrimp Neomysis integer (Crustacea : Mysidacea)","Neomysis integer"
"WOS:000178821100012","Determination of Young's modulus of porous low-k films by ellipsometric porosimetry","Modulus modulus"
<<<<<<< HEAD
"WOS:000178849400018","Sexual reproduction, mating system, and protoplast dynamics of Seminavis (Bacillariophyceae)","Seminavis robusta"
"WOS:000178869300010","Affinity chromatography with immobilised endoxylanases separates TAXI- and XIP-type endoxylanase inhibitors from wheat (Triticum aestivum L.)","Aspergillus niger"
"WOS:000178944300001","Protein turnover, amino acid profile and amino acid flux in juvenile shrimp Litopenaeus vannamei: effects of dietary protein source","Litopenaeus vannamei"
"WOS:000179010700001","Experimental evidence for N recycling in the leaves of the seagrass Posidonia oceanica","Thalassia testudinum"
=======
"WOS:000178849400018","Sexual reproduction, mating system, and protoplast dynamics of Seminavis (Bacillariophyceae)","Pseudo-nitzschia multiseries"
"WOS:000178869300010","Affinity chromatography with immobilised endoxylanases separates TAXI- and XIP-type endoxylanase inhibitors from wheat (Triticum aestivum L.)","Aspergillus niger"
"WOS:000178944300001","Protein turnover, amino acid profile and amino acid flux in juvenile shrimp Litopenaeus vannamei: effects of dietary protein source","Litopenaeus vannamei"
"WOS:000179010700001","Experimental evidence for N recycling in the leaves of the seagrass Posidonia oceanica","Posidonia oceanica"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000179016400018","Isolation and characterization of an angiotensin converting enzyme substrate from vitellogenic ovaries of Neobellieria bullata","Bullata bullata"
"WOS:000179027600041","Construction of a shuttle vector for, and spheroplast transformation of, the hyperthermophilic archaeon Pyrococcus abyssi","Pyrococcus abyssi"
"WOS:000179072800010","Isolation of a Microsporum canis gene family encoding three subtilisin-like proteases expressed in vivo","Aspergillus fumigatus"
"WOS:000179118400007","Alternative to vertebrate animal experiments in the study of metabolism of illegal growth promotors and veterinary drugs","Neomysis integer"
"WOS:000179137300011","A novel class of self-sufficient cytochrome P450 monooxygenases in prokaryotes","Fusarium oxysporum"
"WOS:000179144800007","Intertidal meiofauna of the St Lawrence estuary (Quebec, Canada): diversity, biomass and feeding structure of nematode assemblages","Nereis virens"
"WOS:000179163800002","Twenty marine benthic algae new to South Africa, with emphasis on the flora of Kwazulu-Natal","Predaea weldii"
"WOS:000179229700006","First-generation teeth in nonmammalian lineages: Evidence for a conserved ancestral character?","Latimeria chalumnae"
"WOS:000179238500002","Experimental broodstock diets as partial fresh food substitutes in white shrimp Litopenaeus vannamei B.","Penaeus vannamei"
"WOS:000179257300008","Micro-optodes in sea ice: a new approach to investigate oxygen dynamics during sea ice formation","Fragilariopsis cylindrus"
"WOS:000179296900033","Determination of organohalogenated contaminants in liver of harbour porpoises (Phocoena phocoena) stranded on the Belgian North Sea coast","Phocoena phocoena"
"WOS:000179360000003","Superinflation and quintessence in the presence of an extra field","Extra extra"
