"uid","title","species"
"WOS:000377300000003","Impurity scattering effects on the superconducting properties and the tetragonal-to-orthorhombic phase transition in FeSe","hump"
"WOS:000377304700035","Stabilising frozen dairy mousses by low molecular weight gelatin peptides","bubble"
"WOS:000377313200001","Case series of patients with Fusobacterium nucleatum bacteremia with emphasis on the presence of cancer","sole"
"WOS:000377313800010","Modeling the structure and operation of drug supply chains: The case of cocaine and heroin in Italy and Slovenia","jumper"
"WOS:000377315200002","Comet C/2011 J2 (LINEAR) nucleus splitting: Dynamical and structural analysis","comet"
"WOS:000377317700009","Pollinator shifts drive petal epidermal evolution on the Macaronesian Islands bird-flowered species","birds"
"WOS:000377319200020","A Pipeline for Differential Proteomics in Unsequenced Species","tapeworms"
"WOS:000377323300006","Morphology, molecular phylogeny and azaspiracid profile of Azadinium poporum (Dinophyceae) from the Gulf of Mexico","dinoflagellates"
"WOS:000377323300010","The common bloom-forming cyanobacterium Microcystis is prone to a wide array of microbial antagonists","green flagellates"
"WOS:000377324900010","International emission regulation in sea transport: Economic feasibility and impact","ship"
"WOS:000377325000006","The effect of cinnamon, oregano and thyme essential oils in marinade on the microbial shelf life of fish and meat products","water molds"
"WOS:000377341000007","The Horse Catalyzed Birth of Modern Veterinary Medicine in 18th-Century France","blacksmith"
"WOS:000377342500006","TREE-RING FEATURES: INDICATORS OF EXTREME EVENT IMPACTS","white death"
"WOS:000377359500002","Combination of Crotalaria spectabilis with Rhizophagus irregularis MUCL41833 decreases the impact of Radopholus similis in banana","nematodes"
"WOS:000377398200003","Metabolic profile of mixed culture acidogenic fermentation of lignocellulosic residues and the effect of upstream substrate fractionation by steam explosion","cod"
"WOS:000377410000013","THE INSTABILITY AND NON-EXISTENCE OF MULTI-STRANDED LOOPS WHEN DRIVEN BY TRANSVERSE WAVES","rising sun"
"WOS:000377410300012","Description of Pseudomonas gregormendelii sp nov., a Novel Psychrotrophic Bacterium from James Ross Island, Antarctica","Ross"
"WOS:000377427700012","Pencil beam proton radiography using a multilayer ionization chamber","spot"
"WOS:000377448900006","GPR101 Mutations are not a Frequent Cause of Congenital Isolated Growth Hormone Deficiency","lag"
"WOS:000377450900003","Poly(3-hydroxybutyrate-co-3-hydroxyhexanoate)/Organomodified Montmorillonite Nanocomposites for Potential Food Packaging Applications","water molds"
"WOS:000377452500010","Implication of plant-soil relationships for conservation and restoration of copper-cobalt ecosystems","plants"
"WOS:000377467800084","Vapor sensing with a natural photonic cell","beetles"
"WOS:000377471200002","On the observability of bow shocks of Galactic runaway OB stars","bubble shells"
"WOS:000377473600001","Bacterial and eukaryotic biodiversity patterns in terrestrial and aquatic habitats in the Sor Rondane Mountains, Dronning Maud Land, East Antarctica","green algae"
"WOS:000377497600001","Ab initio approach to structural, electronic, and ferroelectric properties of antimony sulphoiodide","polar bear"
"WOS:000377508200006","Localized stationary and traveling reaction-diffusion patterns in a two-layer A plus B -> oscillator system","spiral"
"WOS:000377508900001","Childhood Pompe disease: clinical spectrum and genotype in 31 patients","little necks"
"WOS:000377510300004","Magnetospheric Multiscale Satellites Observations of Parallel Electric Fields Associated with Magnetic Reconnection","tangle"
"WOS:000377527200020","Changes in IgE sensitization and total IgE levels over 20 years of follow-up","mites"
"WOS:000377536500003","In vitro methods to study bubble-cell interactions: Fundamentals and therapeutic applications","bubble"
"WOS:000377546200004","Life as Art, Art as Life, and Life's Art: the 'Living Poetics' of Italian Modernism","network sole"
"WOS:000377546200008","Blanchot's Windows","window pane"
"WOS:000377547200003","New records and observations of macroalgae and associated pathogens from the Falkland Islands, Patagonia and Tierra del Fuego","red seaweed"
"WOS:000377548100001","Dyspnoea in a 36-year-old woman","old woman"
"WOS:000377561000027","No Evidence for Threat-Induced Spatial Prioritization of Somatosensory Stimulation during Pain Control Using a Synchrony Judgment Paradigm","button tops"
"WOS:000377593800002","Advances in diatom biodiversity and ecology","diatoms"
"WOS:000377600600005","A retrospective multicenter case series evaluating a novel 3.0-mm expanding tapered body implant for the rehabilitation of missing incisors","bleeding tooth"
"WOS:000377602600007","Feasibility of improving a priori regional climate model estimates of Greenland ice sheet surface mass loss through assimilation of measured ice surface temperatures","sea rose"
"WOS:000377605600011","Evaluating genetic traceability methods for captive-bred marine fish and their applications in fisheries management and wildlife forensics","soles"
"WOS:000377619600039","Glutathione reductase gsr-1 is an essential gene required for Caenorhabditis elegans early embryonic development","green worm"
"WOS:000377624000014","Scrolling Characteristics of Pre-Descemet Endothelial Keratoplasty Tissue: An Ex Vivo Study","bubble"
"WOS:000377629900022","Structural Fe(II) Oxidation in Biotite by an Ectomycorrhizal Fungi Drives Mechanical Forcing","fungi"
"WOS:000377631000034","Quantitative Determination and Subcellular Imaging of Cu in Single Cells via Laser Ablation-ICP-Mass Spectrometry Using High-Density Microarray Gelatin Standards","dinoflagellates"
"WOS:000377650000001","Flood-Ring Formation and Root Development in Response to Experimental Flooding of Young Quercus robur Trees","red trees"
"WOS:000377658000011","Scalable electro-photonic integration concept based on polymer waveguides","firefly"
"WOS:000377670500001","Hollow Cone Electron Imaging for Single Particle 3D Reconstruction of Proteins","cones"
"WOS:000377673400027","Composition analysis of III-V materials grown in nanostructures: The self-focusing-SIMS approach","spotted ray"
"WOS:000377684200015","SYMBOLISM, ITS MEANING AND EFFECT: THE UNIVERSAL ALGEBRA OF CULTURE","knot"
"WOS:000377691000019","Discovery and Characterization of AMPA Receptor Modulators Selective for TARP-gamma 8","stargazers"
"WOS:000377691100003","Alien macroinvertebrates in Flanders (Belgium)","molluscs"
"WOS:000377695800013","Sentinel Node in Oral Cancer The Nuclear Medicine Aspects. A Survey from the Sentinel European Node Trial","little necks"
"WOS:000377709500019","Volume-of-fluid simulations of bubble dynamics in a vertical Hele-Shaw cell","bubble"
"WOS:000377709600108","Process window and defect monitoring using high-throughput e-beam inspection guided by computational hot spot detection","spot"
"WOS:000377713300003","Socioeconomic disparities in lung cancer mortality in Belgian men and women (2001-2011): does it matter who you live with?","old woman"
"WOS:000377715100065","Pile driving playback sounds and temporary threshold shift in harbor porpoises (Phocoena phocoena): Effect of exposure duration","porpoises"
"WOS:000377720700013","Toluene diisocyanate and methylene diphenyl diisocyanate: asthmatic response and cross-reactivity in a mouse model","olives"
"WOS:000377726600031","Domestic institutional attributes as drivers of export performance in an emerging and transition economy","bib"
"WOS:000377727500016","Plant mitochondrial Complex I composition and assembly: A review","green algae"
"WOS:000377730400042","Innate immune system modulation and disease resistance in Eurasian perch fed contrasted LC-PUFA dietary contents","perch"
"WOS:000377730400089","Recombinant ferritin-H induces immunosupression in European sea bass larvae (Dicentrarchus labrax) rather than immunostmulation and protection against Vibrio anguillarum","sea bass"
"WOS:000377730400099","Chronic saline exposures interfere with basal and induced immunity in striped catfish (Pangasianodon hypophthalmus, sauvage) exposed to virulent strain of Edwardsiella ictaluri","catfish"
"WOS:000377730400113","Administration of bacterial heat shock protein 70 to induce a protective innate immune response in European sea bass larvae (Dicentrarchus labrax) against Vibrio anguillarum","sea bass"
"WOS:000377730400181","Physiological and immune pathway responses of rainbow trout juveniles to dietary supplementation with inulin and lactoferrin","trout"
"WOS:000377734500007","Effects of chlordecone on 20-hydroxyecdysone concentration and chitobiase activity in a decapod crustacean, Macrobrachium Erosenbergii","prawns"
"WOS:000377734500008","Transcriptome analysis of the copepod Eurytemora affinis upon exposure to endocrine disruptor pesticides: Focus on reproduction and development","crustaceans"
"WOS:000377735100007","Two case reports of meningococcemia. Review of the literature on chronic meningococcemia","little necks"
"WOS:000377736100006","Investigating unmetabolized polycyclic aromatic hydrocarbons in adolescents' urine as biomarkers of environmental exposure","comet"
"WOS:000377738500007","Do floral resources influence pollination rates and subsequent fruit set in pear (Pyrus communis L.) and apple (Malus x domestica Borkh) cultivars?","insects"
"WOS:000377739000004","Emotional and sensory profiling of insect-, plant- and meat-based burgers under blind, expected and informed conditions","insects"
"WOS:000377739000028","Consumer acceptance of insect-based alternative meat products in Western countries","insects"
"WOS:000377746600044","Curcumin modulates chronic myelogenous leukemia exosomes composition and affects angiogenic phenotype, via exosomal miR-21","vascular plants"
"WOS:000377761900020","Transcriptome of the freshwater amphipod Gammarus pulex hepatopancreas","amphipods"
"WOS:000377769300052","The Global Epidemiology of Syphilis in the Past Century - A Systematic Review Based on Antenatal Syphilis Prevalence","asp"
"WOS:000377805900002","Energy estimation of cosmic rays with the Engineering Radio Array of the Pierre Auger Observatory","little auger"
"WOS:000377810800004","The rational homology of spaces of long links","knot"
"WOS:000377812700004","Measurement of the Radiation Energy in the Radio Signal of Extensive Air Showers as a Universal Estimator of Cosmic-Ray Energy","augers"
"WOS:000377817100006","Financial statement filing lags: An empirical analysis among small firms","lag"
"WOS:000377844400002","RNA-sequencing of Cercospora beticola DMI-sensitive and -resistant isolates after treatment with tetraconazole identifies common and contrasting pathway induction","beet"
"WOS:000377846900005","Effects of experimentally manipulated yolk thyroid hormone levels on offspring development in a wild bird species","zebra"
"WOS:000377921000011","Predictors of root resorption associated with maxillary canine impaction in panoramic images","variable cone"
"WOS:000377922500009","Interaction of serpentine and chromite as a possible formation mechanism of subcalcic chromium garnet in the upper mantle: an experimental study","water bears"
"WOS:000377935200019","Electro-stimulated microbial factory for value added product synthesis","bacteria"
"WOS:000377936500002","Limiting coalescence by interfacial rheology: over-compressed polyglycerol ester layers","bubble"
"WOS:000377954100001","Prevention and therapy of leg ischaemia in extracorporeal life support and extracorporeal membrane oxygenation with peripheral cannulation","long legs"
"WOS:000377967000013","Experimental evidence for proteins constituting virion components and particle morphogenesis of bacteriophage ZF40","temperate basses"
"WOS:000377972100006","Assessment of feed resources, feeding practices and coping strategies to feed scarcity by smallholder urban dairy producers in Jimma town, Ethiopia","salt hay grass"
"WOS:000377981400017","Marine Invertebrate Metabolites with Anticancer Activities: Solutions to the ""Supply Problem""","tunicates"
"WOS:000377983100001","The Single-Knot Running Vesicourethral Anastomosis after Minimally Invasive Prostatectomy: Review of the Technique and Its Modifications, Tips, and Pitfalls","knot"
"WOS:000378001900001","Performance of Shannon-entropy compacted N-electron wave functions for configuration interaction methods","slaters"
"WOS:000378014200011","Viruses within animal genomes","animals"
"WOS:000378015400014","Safety of human olfactory mucosal biopsy for the purpose of olfactory ensheathing cell harvest and nerve repair: a prospective controlled study in patients undergoing endoscopic sinus surgery","smelt"
"WOS:000378027200006","Genetic, morphological and growth characterisation of a new Roseofilum strain (Oscillatoriales, Cyanobacteria associated with coral black band disease","red coral"
"WOS:000378029800095","Trait Differentiation within the Fungus-Feeding (Mycophagous) Bacterial Genus Collimonas","fungi"
"WOS:000378042800011","Parenting as Mediator Between Post-divorce Family Structure and Children's Well-being","wells"
"WOS:000378050600002","Electronic and optical properties of hexathiapentacene in the gas and crystal phases","parr"
"WOS:000378054800018","COMMENT ON VIEWPOINT: WHY PREDOMINANTLY NEUROLOGICAL DCS IN BREATH-HOLD DIVERS?","divers"
"WOS:000378081800009","BODY SIZE VARIABILITY IN DIFFERENT FORMS OF HETEROMORPHIC MALES IN POPULATIONS OF THE HOUSE DUST MITE DERMATOPHAGOIDES FARINAE HUGHES 1961 (ACARI: ASTIGMATA: PYROGLYPHIDAE)","mites"
"WOS:000378083600004","Anthropometry, Physical Fitness and Coordination of Young Figure Skaters of Different Levels","skates"
"WOS:000378085900032","Impact of Age, Season, and Flowing vs. Stagnant Water Habitat on Avian Influenza Prevalence in Mute Swan (Cygnus olor) in Belgium","swans"
"WOS:000378085900041","One Decade of Active Avian Influenza Wild Bird Surveillance in Belgium Showed a Higher Viroprevalence in Hunter-Harvested Than in Live-Ringed Birds","mallard"
"WOS:000378097300004","Linear stability theory as an early warning sign for transitions in high dimensional complex systems","tangle"
"WOS:000378100200006","Estimating absence locations of marine species from data of scientific surveys in OBIS","cod"
"WOS:000378100800007","The lockmaster's problem","ship"
"WOS:000378106800053","Atmospheric NLTE models for the spectroscopic analysis of blue stars with winds III. X-ray emission from wind-embedded shocks","little auger"
"WOS:000378106800065","The panchromatic spectroscopic evolution of the classical CO nova V339 Delphini (Nova Del 2013) until X-ray turnoff","knot"
"WOS:000378109500135","The influence of multidisciplinary rehabilitation on physical well-being and quality of life of breast cancer survivors","wells"
"WOS:000378130400008","Host-seeking behavior in the bed bug (Cimex lectularius) and applications in integrated pest management. A review Description of the subject","bugs"
"WOS:000378130900003","Pros and cons of flowers strips for farmers. A review","flower animals"
"WOS:000378130900004","Crop residue management in arable cropping systems under temperate climate. Part 1: Soil biological and chemical (phosphorus and nitrogen) properties. A review","earthworms"
"WOS:000378149700009","A 47-year-old woman with fever and periorbital oedema","old woman"
"WOS:000378179300016","Dissecting the peripheral stalk of the mitochondrial ATP synthase of chlorophycean algae","green algae"
"WOS:000378180200005","Temperature impact on the trophic transfer of fatty acids in the congeneric copepods Acartia tonsa and Acartia clausi","copepods"
"WOS:000378181900022","The response of the North Sea demersal fish community to changing fishing pressure as seen through the prism of the large fish indicator","plaice"
"WOS:000378185600009","Petrographic investigation of smithing slag of the Hellenistic to Byzantine city of Sagalassos (SW-Turkey)","smelts"
"WOS:000378188100022","Species limits, interspecific hybridization and phylogeny in the cryptic land snail complex Pyramidula: The power of RADseq data","snails"
"WOS:000378190600010","Atomistically-informed crystal plasticity in MgO polycrystals under pressure","slip"
"WOS:000378207600010","Soil moisture sensor calibration for organic soil surface layers","Arctic char"
"WOS:000378252800003","JUMPING FROM TURTLES TO WHALES: A PLIOCENE FOSSIL RECORD DEPICTS AN ANCIENT DISPERSAL OF CHELONIBIA ON MYSTICETES","whales"
"WOS:000378280200006","A randomized, 5-arm dose finding study with a mite allergoid SCIT in allergic rhinoconjunctivitis patients","mites"
"WOS:000378280400016","Dynamic control over supramolecular handedness by selecting chiral induction pathways at the solution-solid interface","sergeants"
"WOS:000378319600039","Isavuconazole treatment for mucormycosis: a single-arm open-label trial and case-control analysis","water molds"
"WOS:000378331800002","First record of the mangrove palm Nypa from the northeastern Ebro Basin, Spain: with taphonomic criteria to evaluate the drifting duration","mangrove palm"
"WOS:000378350700008","Biodistribution of the cyclotide MCoTI-II, a cyclic disulfide-rich peptide drug scaffold","knot"
"WOS:000378354600029","Characterization of polar organosulfates in secondary organic aerosol from the unsaturated aldehydes 2-E-pentenal, 2-E-hexenal, and 3-Z-hexenal","polar bear"
"WOS:000378360000001","Sol-gel synthesis, phase composition, morphological and structural characterization of Ca-10(PO4)(6)(OH)(2): XRD, FTIR, SEM, 3D SEM and solid-state NMR studies","soles"
"WOS:000378364800007","Discovering novel enzymes by functional screening of plurigenomic libraries from alga-associated Flavobacteriia and Gammaproteobacteria","brown algae"
"WOS:000378366000007","Identification of PM10 characteristics involved in cellular responses in human bronchial epithelial cells (Beas-2B)","comet"
"WOS:000378366000026","Mortality related to cold and heat. What do we learn from dairy cattle?","lag"
"WOS:000378369900028","Structure Characterization and Properties of K-Containing Copper Hexacyanoferrate","painted ray"
"WOS:000378370500001","The land Mollusca (Gastropoda) of Saint Kitts and Nevis (Lesser Antilles), with description of a new species","snails"
"WOS:000378377800001","Immune Evasion Strategies of Trypanosoma brucei within the Mammalian Host: Progression to Pathogenicity","protozoans"
"WOS:000378445400003","A new whale barnacle from the early Pleistocene of Italy suggests an ancient right whale breeding ground in the Mediterranean","whales"
"WOS:000378448600044","High levels of mercury and low levels of persistent organic pollutants in a tropical seabird in French Guiana, the Magnificent frigatebird, Fregata magnificens","magnificent frigatebird"
"WOS:000378468900010","Synergic stress in striped catfish (Pangasianodon hypophthalmus, S.) exposed to chronic salinity and bacterial infection: Effects on kidney protein expression profile","sea catfishes"
"WOS:000378470200063","A Novel, Nondestructive, Dried Blood Spot-Based Hematocrit Prediction Method Using Noncontact Diffuse Reflectance Spectroscopy","spot"
"WOS:000378470800009","Synthesis of wax esters and related trehalose esters from Mycobacterium avium and other mycobacteria","mono"
"WOS:000378483700001","De novo intrachromosomal gene conversion from OPN1MW to OPN1LW in the male germline results in Blue Cone Monochromacy","cones"
"WOS:000378511500001","What Pinnipeds Have to Say about Human Speech, Music, and the Evolution of Rhythm","harbour seal"
"WOS:000378521300001","Characterization of genome-wide SNPs for the water flea Daphnia pulicaria generated by genotyping-by-sequencing (GBS)","water fleas"
"WOS:000378524600001","Estimation of peptide N-C-alpha bond cleavage efficiency during MALDI-ISD using a cyclic peptide","asp"
"WOS:000378537700019","Complementary research in mammals and fish indicates MMP-2 as a pleiotropic contributor to optic nerve regeneration","mammals"
"WOS:000378546600004","Potential syndromes linking dispersal and reproduction in the hermaphrodite land snail Cornu aspersum","snails"
"WOS:000378546800003","Experimental Comparison of Knife-Edge and Multi-Parallel Slit Collimators for Prompt Gamma Imaging of Proton Pencil Beams","knife"
"WOS:000378563900027","Expanding Distribution of Lethal Amphibian Fungus Batrachochytrium salamandrivorans in Europe","fungi"
"WOS:000378584400002","BRYONIA ALBA L. AND ECBALLIUM ELATERIUM (L.) A. RICH. - TWO RELATED SPECIES OF THE CUCURBITACEAE FAMILY WITH IMPORTANT PHARMACEUTICAL POTENTIAL","knot"
"WOS:000378601200001","Cocconeis molesta Kutz., C. diaphana W.Sm. and C. dirupta W.Greg. (Bacillariophyta): type material, ambiguities and possible synonymies","Pacific gregory"
"WOS:000378608900026","Anthropogenic forcing dominates global mean sea-level rise since 1970","sea rose"
"WOS:000378633900013","Horizontal Gene Transfer Contributes to the Evolution of Arthropod Herbivory","mites"
"WOS:000378640100012","ICES meets marine historical ecology: placing the history of fish and fisheries in current policy context","oysters"
"WOS:000378642500006","Conformation Traits and Gaits in the Icelandic Horse are Associated with Genetic Variants in Myostatin (MSTN)","horses hoof"
"WOS:000378646800025","Colonization history and clonal richness of asexual Daphnia in periglacial habitats of contrasting age in West Greenland","water fleas"
"WOS:000378652600005","PALEOECOLOGIC SIGNIFICANCE OF MALACOFAUNA, OLDUVAI GORGE, TANZANIA","trematodes"
"WOS:000378665200001","Bacterial zoonotic agents of fish","fish"
"WOS:000378665200002","Pharmacokinetics of drugs in avian species and the applications and limitations of dose extrapolation","mammals"
"WOS:000378670500010","Iron-rich colloids as carriers of phosphorus in streams: A field-flow fractionation study","water bears"
"WOS:000378670500015","Prioritization of contaminated watercourses using an integrated biomarker approach in caged carp","common carp"
"WOS:000378671300005","Construction and phenotypic characterization of M68, an RruI quorum sensing knockout mutant of the photosynthetic alphaproteobacterium Rhodospirillum rubrum","gram-negative bacteria"
"WOS:000378675500003","Anchored enrichment dataset for true flies (order Diptera) reveals insights into the phylogeny of flower flies (family Syrphidae)","hoverflies"
"WOS:000378685400002","Insights into Abundant Rumen Ureolytic Bacterial Community Using Rumen Simulation System","bacteria"
"WOS:000378720400001","Urbilaterian origin of paralogous GnRH and corazonin neuropeptide signalling pathways","vertebrates"
"WOS:000378725600009","Fragilicetus velponi: a new mysticete genus and species and its implications for the origin of Balaenopteridae (Mammalia, Cetacea, Mysticeti)","whales"
"WOS:000378735400001","Silicon Affects Nutrient Content and Ratios of Wetland Plants","plants"
"WOS:000378741400002","Sound Production by a Recoiling System in the Pempheridae and Terapontidae","toadfishes"
"WOS:000378742400006","An Analysis of Frequency, Morphology, and Locations of Maxillary Sinus Septa Using Cone Beam Computed Tomography","variable cone"
"WOS:000378755200018","Back and forth invasion in the interaction of Turing and Hopf domains in a reactive microemulsion system","spiral"
"WOS:000378755200051","Unexpected LCST-type phase behaviour of a poly(vinyl thiazolium) polymer in acetone","water bears"
"WOS:000378764500011","Cardiovascular risk estimation in older persons: SCORE OP","old woman"
"WOS:000378773200016","Atmospheric drought in Belgium - statistical analysis of precipitation deficit","sea grass"
"WOS:000378781300004","Towards the Establishment of a Continuous Nondestructive Monitoring Technique for Fresh Concrete","water molds"
"WOS:000378799300081","Biochemical Engineering Approaches for Increasing Viability and Functionality of Probiotic Bacteria","bacteria"
"WOS:000378814000001","Sugary interfaces mitigate contact damage where stiff meets soft","robust shell"
"WOS:000378816200038","Mycorrhizal association as a primary control of the CO2 fertilization effect","fungi"
"WOS:000378825800004","Poplar-Root Knot Nematode Interaction: A Model for Perennial Woody Species","nematodes"
"WOS:000378832900001","Capturing tumor complexity in vitro: Comparative analysis of 2D and 3D tumor models for drug discovery","mono"
"WOS:000378840300054","Conserving wildlife amongst the cotton fields. A third of a century of experience at the Nazinga Game Ranch, Burkina Faso","mammals"
"WOS:000378842100019","Advertising and Quality-Dependent Word-of-Mouth in a Contagion Sales Model","bass"
"WOS:000378873700101","DETERMINANTS OF PSORIATIC PATIENTS' PSYCHOSOCIAL WELL-BEING - RESULTS OF THE MULTINATIONAL STUDY","wells"
"WOS:000378876600012","The heterogeneity of headache patients who self-medicate: a cluster analysis approach","little necks"
"WOS:000378888400011","Evaluating landscape suitability for golden-headed lion tamarins (Leontopithecus chrysomelas) and Wied's black tufted-ear marmosets (Callithrix kuhlii) in the Bahian Atlantic Forest","serra"
"WOS:000378894900002","Nematode communities inhabiting the soft deep-sea sediment in polymetallic nodule fields: do they differ from those in the nodule-free abyssal areas?","nematodes"
"WOS:000378895900010","Black hole formation from pointlike particles in three-dimensional anti-de Sitter space","wedge shells"
"WOS:000378907300009","A comprehensive fracture prevention strategy in older adults: The European Union Geriatric Medicine Society (EUGMS) statement","old woman"
"WOS:000378915600010","Papillary cannulation and sphincterotomy techniques at ERCP: European Society of Gastrointestinal Endoscopy (ESGE) Clinical Guideline","knife"
"WOS:000378923100034","CdSe/ZnS quantum dot fluorescence spectra shape-based thermometry via neural network reconstruction","spiders"
"WOS:000378925400026","Temperature-sensitive photoluminescent CdSe-ZnS polymer composite film for lock-in photothermal characterization","top shells"
"WOS:000378933600002","Review of the western African millipede genus Diaphorodesmus Silvestri, 1896 (Diplopoda, Polydesmida, Chelodesmidae), with the description of a similar, but new monotypic genus from Cameroon","millipedes"
"WOS:000378936200001","Mechanisms involved in pearlfish resistance to holothuroid toxins","pearlfishes"
"WOS:000378942900037","More from less: high-throughput dual polarity lipid imaging of biological tissues","zebra"
"WOS:000378953400016","Voltage-sensor conformation shapes the intra-membrane drug binding site that determines gambierol affinity in Kv channels","dinoflagellates"
"WOS:000378958400006","Mesozooplankton affinities in a recovering freshwater estuary","copepods"
"WOS:000378959900004","Incised Pleistocene valleys in the Western Belgium coastal plain: Age, origins and implications for the evolution of the Southern North Sea Basin","ostracods"
"WOS:000378966200020","Seismic evidence of current-controlled sedimentation in the Alboran Sea during the Pliocene and Quaternary: Palaeoceanographic implications","sea mats"
"WOS:000378966200024","High-resolution seismic stratigraphy and morphology of the Scan Basin contourite fan, southern Scotia Sea, Antarctica","sea fans"
"WOS:000378966400004","Detection of red and bicoloured apples on tree with an RGB-D camera","red trees"
"WOS:000378973100013","Strongly Exchange Coupled CorelShell Nanoparticles with High Magnetic Anisotropy: A Strategy toward Rare-Earth-Free Permanent Magnets","robust shell"
"WOS:000378973300015","pH-Driven Self-Assembly of Acidic Microbial Glycolipids","water bears"
"WOS:000378981500006","Non-ovarian aromatization is required to activate female sexual motivation in testosterone-treated ovariectomized quail","zebra"
"WOS:000378997500001","Fermentable soluble fibres spare amino acids in healthy dogs fed a low-protein diet","beet"
"WOS:000379015800003","On the reciprocal relationship between individual job insecurity and job insecurity climate","lag"
"WOS:000379019900005","Assessing filtration rates of exotic bivalves: dependence on algae concentration and seasonal factors","zebra mussel"
"WOS:000379019900006","A distinct island population of threatened freshwater fish: to split or lump?","sand goby"
"WOS:000379022700028","Thermal Filters for the ATHENA X-IFU: Ongoing Activities Toward the Conceptual Design","squids"
"WOS:000379024100109","Seeing Spots in Front of Your Eyes?-Investigating Nuclear Cataracts in Fetal Rats","spot"
"WOS:000379034800030","A comprehensive fracture prevention strategy in older adults: the European Union Geriatric Medicine Society (EUGMS) statement","old woman"
"WOS:000379037600021","Attitudes and Practices of Euthanasia and Physician-Assisted Suicide in the United States, Canada, and Europe","white death"
"WOS:000379082600004","Empirical evidence for competition-driven semelparity in wild medaka","mosquitofish"
"WOS:000379093900021","Airborne bacteria in the atmosphere: Presence, purpose, and potential","bacteria"
"WOS:000379095500007","Chronic exposure to soil salinity in terrestrial species: Does plasticity and underlying physiology differ among specialized ground-dwelling spiders?","spiders"
"WOS:000379097600003","Developing priority variables (""ecosystem Essential Ocean Variables"" - eEOVs) for observing dynamics and change in Southern Ocean ecosystems","Ross"
"WOS:000379102900022","Absence of selenium protection against methylmercury toxicity in harbour seal leucocytes in vitro","mammals"
"WOS:000379118600008","Technological Systems, Population Dynamics, and Historical Process in the MSA of Northern Africa","sea belt"
"WOS:000379141300108","Asteroseismology of 19 low-luminosity red giant stars from Kepler","sun stars"
"WOS:000379175600011","Upper Llandovery (Telychian) graptolites of the Oktavites spiralis Biozone from the Long Dai Formation, at Lam Thuy village, Quang Binh Province, central Vietnam","graptolites"
"WOS:000379192500026","The role of Size-Specific Dose Estimate (SSDE) in patient-specific organ dose and cancer risk estimation in paediatric chest and abdominopelvic CT examinations","spotted ray"
"WOS:000379219400001","Lenticellaria and Hillerella, new kraussinoid genera (Kraussinoidea, Brachiopoda) from Indo-Pacific and Red Sea waters: evolution in the subfamily Megerliinae","brachiopods"
"WOS:000379228900001","Adolescents' ratings of features of parks that encourage park visitation and physical activity","skates"
"WOS:000379238600002","Brain lateralization involved in visual recognition of conspecifics in coral reef fish at recruitment","fish"
"WOS:000379238600020","Changes in bottlenose dolphin whistle parameters related to vessel presence, surface behaviour and group composition","whales"
"WOS:000379278600010","Occurrence of toxigenic fungi and ochratoxin A in Ethiopian coffee for local consumption","coffee bean"
"WOS:000379296300001","Improving total saccharification yield of Arabidopsis plants by vessel-specific complementation of caffeoyl shikimate esterase (cse) mutants","vascular plants"
"WOS:000379344400021","Is individual consistency in body mass and reproductive decisions linked to individual specialization in foraging behavior in a long-lived seabird?","western rockhopper penguin"
"WOS:000379357400011","Transcervical Embryoscopy after Missed Abortion in Monoamniotic Twins with Discordant Exencephaly","knot"
"WOS:000379358600004","Competitive interactions between two fishing fleets in the North Sea","soles"
"WOS:000379368900017","Photocatalytic Decolorization of Gentian Violet with Na-doped (SnO2 and ZnO)","soles"
"WOS:000379370800001","Generalizable occupant-driven optimization model for domestic hot water production in NZEB","water bears"
"WOS:000379373700018","Drivers of earthworm incidence and abundance across European forests","temperate basses"
"WOS:000379374200003","Spatiotemporal changes in flying insect abundance and their functional diversity as a function of distance to natural habitats in a mass flowering crop","flower animals"
"WOS:000379376100011","Biomimetic and bio-inspired uses of mollusc shells","oysters"
"WOS:000379388800001","Modelling the sensitivity of life history traits to climate change in a temporary pool crustacean","shrimps"
"WOS:000379411800001","The darkening of the Greenland ice sheet: trends, drivers, and projections (1981-2100)","ice fire"
"WOS:000379415500012","Imaging air volume fraction in sea ice using non-destructive X-ray tomography","bubble"
"WOS:000379427700016","Combining livestock production information in a process-based vegetation model to reconstruct the history of grassland management","temperate basses"
"WOS:000379432000005","Pema Tseden's The Search: the making of a minor cinema","permit"
"WOS:000379436300003","Visual Circular Analysis of 266 Years of Sunspot Counts","spiral"
"WOS:000379437400012","Supramolecular polymer networks: hydrogels and bulk materials","soles"
"WOS:000379478300006","Preparation of Synthetic Granulated Ammonium Sulphate","drum"
"WOS:000379495200006","Pharmacogenetic-based strategy using de novo tacrolimus once daily after kidney transplantation: prospective pilot study","blood star"
"WOS:000379503300018","Prevalence of Opisthorchis viverrini-Like Fluke Infection in Ducks in Binh Dinh Province, Central Vietnam","flukes"
"WOS:000379504500014","Brain lesion-pattern analysis in patients with olfactory dysfunctions following head trauma","smelt"
"WOS:000379524900012","Current and future conifer seed production in the Alps: testing weather factors as cues behind masting","red trees"
"WOS:000379530900001","Host protective ASP-based vaccine against the parasitic nematode Ostertagia ostertagi triggers NK cell activation and mixed IgG1-IgG2 response","asp"
"WOS:000379536800006","When morphological identification meets genetic data: the case of Lucanus cervus and L.tetraodon (Coleoptera, Lucanidae)","beetles"
